Product Code:,Animal Species,Establishment Code,Establishment Name,Subsidiaries,Product True Name,Agent(s):,Trade Name(s):,Distributor(s):,Usage,Dosage_and_TimePeriod,Dosage_Source_Reference,Usage_Improved
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/4357f4e4-e107-4380-8e8d-576a878fd5bc"">19T121</a>",Swine,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Porcine Reproductive &amp; Respiratory Syndrome Vaccine, Reproductive &amp; Respiratory Forms, Modified Live Virus",Porcine Reproductive &amp; Respiratory Syndrome Virus,Ingelvac PRRS ATP,Boehringer Ingelheim (Canada) Ltd.,A vaccine for swines that helps protect against porcine reproductive &amp; respiratory syndrome virus.,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,A vaccine for swines that helps protect against porcine reproductive &amp; respiratory syndrome virus.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/bcec77e7-956a-4b26-9d20-ad3251f4b6c1"">16D122</a>",Feline,165A,Intervet Inc.,Merck Animal Health,"Feline Rhinotracheitis-Calici-Panleukopenia Vaccine, Modified Live Virus","Calicivirus, Feline; Herpesvirus, Feline (Rhinotracheitis); Parvovirus, Feline (Panleukopenia)",Nobivac Feline 3-HCP,No distributor specified,"A vaccine for felines that helps protect against calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for felines that helps protect against calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/66f5d4ab-796b-49bb-8e2a-bfc0ff092a01"">127117</a>",Chicken,165A,Intervet Inc,Not Applicable,"Bursal Disease Vaccine, Live Virus","Bursal Disease (Birnavirus, Avian)",Clonevac D-78,Merck Animal Health,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/af81385a-68f5-4ee7-8542-35ecb9dbb86f"">16D121</a>",Feline,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Feline Rhinotracheitis-Calici-Panleukopenia Vaccine, Modified Live Virus","Calicivirus, Feline; Herpesvirus, Feline (Rhinotracheitis); Parvovirus, Feline (Panleukopenia)",Solo-Jec Feline 3,No distributor specified,"A vaccine for felines that helps protect against calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for felines that helps protect against calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/7cbf1d77-696e-4d0e-9794-b24e9e0c7e12"">16D821</a>",Feline,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Feline Rhinotracheitis-Calici-Panleukopenia Vaccine, Modified Live Virus","Calicivirus, Feline; Herpesvirus, Feline (Rhinotracheitis); Parvovirus, Feline (Panleukopenia)",No trade name assigned,No distributor specified,"A vaccine for felines that helps protect against calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for felines that helps protect against calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/10a83c07-82c4-4c07-92e4-a96481570d80"">10M110</a>",Chicken,407,Hygieia Biological Laboratories,Not Applicable,"Avian Encephalomyelitis-Fowl Pox Vaccine, Live Virus","Enterovirus, Avian (Encephalomyelitis); Pox Virus, Fowl",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against enterovirus, avian (encephalomyelitis); pox virus, fowl.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for chickens that helps protect against enterovirus, avian (encephalomyelitis); pox virus, fowl."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/7075288c-fdbf-45de-a262-5e69797c20f1"">195102</a>",Chicken,165A,Intervet Inc.,Merck Sharpe and Dohme (MSD),"Tenosynovitis Vaccine, Modified Live Virus","Reovirus, Avian (Tenosynovitis)",Enterovax,International Free Trade Co.; Intervet Mexico S.A. de C.V.; Intervet South Africa (Pty) Ltd.; Intervet Thailand Ltd; MSD Salud Animal Columbia S.A.S.; Merck Animal Health,"A vaccine for chickens that helps protect against reovirus, avian (tenosynovitis).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against reovirus, avian (tenosynovitis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/5bdae722-c468-4017-a9f7-f679c8664c1a"">4855R2</a>",Equine,165A,Intervet Inc.,Merck Animal Health,"Encephalomyelitis-Rhinopneumonitis-Influenza-West Nile Virus Vaccine, Eastern &amp; Western, Killed Virus, Killed Flavivirus Chimera, Tetanus Toxoid","Clostridium tetani; Encephalomyelitis Virus, Eastern Equine; Encephalomyelitis Virus, Equine, Western; Herpesvirus, Equine (Rhinopneumonitis, Untyped); Influenza Virus, Equine; West Nile Virus",Prestige V+WNV,No distributor specified,"A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, western; herpesvirus, equine (rhinopneumonitis, untyped); influenza virus, equine; west nile virus.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, western; herpesvirus, equine (rhinopneumonitis, untyped); influenza virus, equine; west nile virus."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/675e0b74-e62c-4255-951b-ed24f7081a16"">19A200</a>",Swine,124,Boehringer Ingelheim Animal Health USA Inc.,Not applicable,"Salmonella Choleraesuis-Typhimurium Vaccine, Avirulent Live Culture",Salmonella choleraesuis; Salmonella typhimurium,Enterisol Salmonella T/C,Boehringer Ingelheim (Canada) Ltd.,A vaccine for swines that helps protect against salmonella choleraesuis; salmonella typhimurium.,"Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).",A vaccine for swines that helps protect against salmonella choleraesuis; salmonella typhimurium.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/6d0d37c7-f69b-4cd3-ae1a-10aa2854b579"">48W524</a>",Equine,190,Zoetis Inc.,Not applicable,"Encephalomyelitis-West Nile Virus Vaccine, Eastern &amp; Western, Killed Virus, Tetanus Toxoid","Clostridium tetani; Encephalomyelitis Virus, Eastern Equine; Encephalomyelitis Virus, Equine, Western; West Nile Virus",West Nile Innovator + EWT,No distributor specified,"A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, western; west nile virus.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, western; west nile virus."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/5293db97-3e6f-466e-9de6-c301a46daad7"">18M123</a>",Canine,190,Zoetis Inc.,Not applicable,"Parvovirus Vaccine, Modified Live Virus","Parvovirus, Canine",Vanguard CPV; Vanguard Canine Parvo; Vanguard Plus CPV,"Zoetis (Shanghai) Animal Health; Zoetis Argentina; Zoetis Colombia S.A.S.; Zoetis Enterprise Management (Shanghai) Co.,Ltd.; Zoetis Japan Inc.; Zoetis Korea; Zoetis Mexico; Zoetis Panama","A vaccine for canines that helps protect against parvovirus, canine.",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for canines that helps protect against parvovirus, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/71919db2-e8c5-4d9c-bd3b-a8d00af8c424"">165101</a>",Chicken,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Marek's Disease Vaccine, Serotypes 2 &amp; 3, Live Virus","Herpesvirus, Chicken [Mareks, Serotype 2]; Herpesvirus, Turkey [Mareks, Serotype 3]",SB1+HVT,Boehringer Ingelheim Animal Health Mexico; Boehringer Ingelheim India Pvt Ltd,"A vaccine for chickens that helps protect against herpesvirus, chicken [mareks, serotype 2]; herpesvirus, turkey [mareks, serotype 3].",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against herpesvirus, chicken [mareks, serotype 2]; herpesvirus, turkey [mareks, serotype 3]."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/bffad152-1300-442e-867c-a0fcd6a74fe5"">499000</a>",Bovine,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Trichomonas Foetus Vaccine, Killed Protozoa-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin",Leptospira grippotyphosa; Leptospira canicola; Campylobacter fetus; Leptospira pomona; Leptospira hardjo; Leptospira icterohaemorrhagiae; Trichomonas foetus,TrichGuard V5L; TrichGuard V5L HB,Zoetis Inc.,A vaccine for bovines that helps protect against leptospira grippotyphosa; leptospira canicola; campylobacter fetus; leptospira pomona; leptospira hardjo; leptospira icterohaemorrhagiae; trichomonas foetus.,"Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).",A vaccine for bovines that helps protect against leptospira grippotyphosa; leptospira canicola; campylobacter fetus; leptospira pomona; leptospira hardjo; leptospira icterohaemorrhagiae; trichomonas foetus.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/905aaccd-a018-4bc0-8f13-d96236301604"">167931</a>",Mink,368,"Ceva Animal Health, LLC","Biomune Company; United Vaccines, Inc.","Mink Distemper-Enteritis Vaccine, Modified Live &amp; Killed Virus","Mink Distemper Virus; Parvovirus, Mink (Enteritis)",No trade name assigned,"Biomune Company; United Vaccines, Inc.","A vaccine for minks that helps protect against mink distemper virus; parvovirus, mink (enteritis).",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for minks that helps protect against mink distemper virus; parvovirus, mink (enteritis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/48788f06-7f36-4291-a8db-b2ff3bd2e5ba"">159921</a>",Canine,190,Zoetis Inc.,Not applicable,"Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine, Modified Live &amp; Killed Virus","Coronavirus, Canine; Adenovirus, Canine, Type 2; Parainfluenza, Canine; Paramyxovirus, Canine (Distemper); Parvovirus, Canine",Vanguard DAPP+CV; Vanguard Plus 5/CV,Zoetis Argentina; Zoetis Colombia S.A.S.; Zoetis Japan Inc.; Zoetis Korea; Zoetis Mexico; Zoetis South Africa Ltd,"A vaccine for canines that helps protect against coronavirus, canine; adenovirus, canine, type 2; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against coronavirus, canine; adenovirus, canine, type 2; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/d3b4af15-1a6a-4f2c-a0cc-0a9c75a1366a"">17E120</a>",Turkey,407,Hygieia Biological Laboratories,Not Applicable,"Hemorrhagic Enteritis Vaccine, Live Virus","Adenovirus, Turkey (Hemorrhagic Enteritis)",No trade name assigned,No distributor specified,"A vaccine for turkeys that helps protect against adenovirus, turkey (hemorrhagic enteritis).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for turkeys that helps protect against adenovirus, turkey (hemorrhagic enteritis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/547f2e36-0eb4-4a6a-8c76-9ffc7781a1cf"">4875A1</a>",Equine,165A,Intervet Inc.,Merck Animal Health,"Encephalomyelitis-Influenza Vaccine, Eastern &amp; Western &amp; Venezuelan, Killed Virus, Tetanus Toxoid","Clostridium tetani; Encephalomyelitis Virus, Eastern Equine; Encephalomyelitis Virus, Equine, Venezuelan; Encephalomyelitis Virus, Equine, Western; Influenza Virus, Equine",Encevac TC-4 + VEE,No distributor specified,"A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, venezuelan; encephalomyelitis virus, equine, western; influenza virus, equine.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for equines that helps protect against clostridium tetani; encephalomyelitis virus, eastern equine; encephalomyelitis virus, equine, venezuelan; encephalomyelitis virus, equine, western; influenza virus, equine."
